Brand,Model,Year,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke,Gearbox,Bore (mm),Stroke (mm),Fuel capacity (lts),Fuel system,Fuel control,Cooling system,Transmission type,Dry weight (kg),Wheelbase (mm),Seat height (mm),Front brakes,Rear brakes,Front tire,Rear tire,Front suspension,Rear suspension,Color options
aprilia,pegaso 650,2010,Super motard,3.3,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection.  44 mm throttle body.,,Liquid,Chain,,1479.0,780.0,Single disc,Single disc,110/70-17. ,160/60-17. ,45 mm fork. Wheel travel 140 mm.,High strength steel swingarm. Aprilia Progressive System (APS) rising rate linkages.  Sachs hydraulic monoshock with adjustable rebound and preload.  Wheel travel 130 mm.,"Black, white"
aprilia,pegaso 650,2011,Super motard,3.5,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection.  44 mm throttle body.,Single Overhead Cams (SOHC),Liquid,Chain,,1479.0,780.0,Single disc,Single disc,110/70-17. ,160/60-17. ,45 mm fork. Wheel travel 140 mm.,High strength steel swingarm. Aprilia Progressive System (APS) rising rate linkages.  Sachs hydraulic monoshock with adjustable rebound and preload.  Wheel travel 130 mm.,"Black, white"
aprilia,pegaso 650,2012,Super motard,2.7,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection.  44 mm throttle body.,Single Overhead Cams (SOHC),Liquid,Chain,,1479.0,780.0,"Single disc. Stainless steel floating disc, four piston caliper. ",Single disc,110/70-17. ,160/60-17. ,45 mm fork.,High strength steel swingarm. Aprilia Progressive System (APS) rising rate linkages.  Sachs hydraulic monoshock with adjustable rebound and preload.  ,"White, graphite"
aprilia,pegaso 650 (reduced effect),1992,Enduro / offroad,3.2,652.0,27.0,,Single cylinder, four-stroke,5-speed,100.0,83.0,14.0,,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,,,Single disc,Single disc,100/90-19 ,140/70-17 ,,,
aprilia,pegaso 650 factory,2007,Super motard,3.4,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection.  Integrated electronic engine management system. Indirect multi-point electronic injection. 44 mm throttle body.,Single Overhead Cams (SOHC),Liquid,,,1479.0,780.0,Single disc. FTE stainless steel floating disc,Single disc. Stainless steel disc,110/70-17 ,160/60-17 ,45 mm fork,High strength steel swingarm. Aprilia Progressive System (APS) rising rate linkages. Sachs hydraulic monoshock with adjustable rebound and preload.,
aprilia,pegaso 650 factory,2008,Allround,3.0,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection.,Single Overhead Cams (SOHC),Liquid,,,1479.0,780.0,Single disc,Single disc,110/70-17 ,160/60-17 ,45 mm fork. Wheel travel 140 mm.,High strength steel swingarm. Aprilia Progressive System (APS) rising rate linkages.,
aprilia,pegaso 650 factory,2009,Enduro / offroad,3.3,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection. 44 mm throttle body.,,Liquid,,,1479.0,780.0,Single disc,Single disc,110/70-17. ,160/60-17. ,45 mm fork. Wheel travel 140 mm.,High strength steel swingarm. Aprilia Progressive System (APS) rising rate linkages. Sachs hydraulic monoshock with adjustable rebound and preload. Wheel travel 130 mm.,Aprilia Black
aprilia,pegaso 650 factory,2010,Super motard,3.3,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection.  44 mm throttle body.,Single Overhead Cams (SOHC),Liquid,Chain,,1479.0,780.0,Single disc,Single disc,110/70-17. ,160/60-17. ,45 mm fork. Wheel travel 140 mm.,High strength steel swingarm. Aprilia Progressive System (APS) rising rate linkages.  Sachs hydraulic monoshock with adjustable rebound and preload.  Wheel travel 130 mm.,Black
aprilia,pegaso 650 factory,2011,Super motard,3.2,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection.  44 mm throttle body.,Single Overhead Cams (SOHC),Liquid,Chain,,1479.0,780.0,Single disc,Single disc,110/70-17 ,160/60-17 ,45 mm fork. Wheel travel 140 mm.,High strength steel swingarm. Aprilia Progressive System (APS) rising rate linkages.  Sachs hydraulic monoshock with adjustable rebound and preload.  Wheel travel 130 mm.,Black
aprilia,pegaso 650 factory,2012,Super motard,3.1,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection.  44 mm throttle body.,Single Overhead Cams (SOHC),Liquid,Chain,,1479.0,780.0,Single disc. Four piston radial caliper with radial master cylinder.,Single disc,110/70-17 ,160/60-17 ,45 mm fork.,High strength steel swingarm. Aprilia Progressive System (APS) rising rate linkages.  Sachs hydraulic monoshock with adjustable rebound and preload,Black
aprilia,pegaso 650 factory,2013,Super motard,3.4,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection.  44 mm throttle body.,Single Overhead Cams (SOHC),Liquid,Chain,,1479.0,780.0,Single disc. Four piston radial caliper with radial master cylinder.,Single disc,110/70-17 ,160/60-17 ,45 mm fork.,High strength steel swingarm. Aprilia Progressive System (APS) rising rate linkages.  Sachs hydraulic monoshock with adjustable rebound and preload,Black
aprilia,pegaso 650 i.e.,2001,Enduro / offroad,3.0,652.0,49.0,54.0,Single cylinder, four-stroke,5-speed,100.0,83.0,21.0,Injection,,,Chain,175.0,1475.0,810.0,Single disc,Single disc,100/90-19 ,130/80-17 ,,,
aprilia,pegaso 650 i.e.,2002,Enduro / offroad,3.4,651.8,49.0,54.0,Single cylinder, four-stroke,5-speed,100.0,83.0,21.0,Injection,,Liquid,Chain,175.0,1475.0,810.0,Single disc,Single disc,100/90-19 ,130/80-17 ,,,
aprilia,pegaso 650 i.e.,2005,Enduro / offroad,3.3,651.8,47.0,58.0,Single cylinder, four-stroke,1-speed,100.0,83.0,25.0,Injection.  Integrated electronic engine management system. Indirect multi-point electronic injection. 34 mm throttle bodies.,,Liquid,Chain,,1480.0,817.0,Double disc,Single disc,100/90-19 ,130/80-17 ,Marzocchi Æ 45 mm telescopic fork.,Variable section high strength steel swing-arm,"Lime Yellow, Flamingo Red,
Pearly Grey
"
aprilia,pegaso 650 strada,2006,Naked bike,3.5,659.0,50.0,61.0,Single cylinder, four-stroke,6-speed,100.0,85.0,16.0,Injection.  Integrated electronic engine management system. Indirect multi-point electronic injection.,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1479.0,780.0,Single disc,Single disc,,,,,
aprilia,pegaso 650 trail,2006,Trial,3.8,659.0,50.0,61.3,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection.  Integrated electronic engine management system. Electronic fuel injection.  44 mm throttle body.,,Liquid,Chain,,1479.0,820.0,Single disc,Single disc,100/90-19 ,130/80-17 ,45 mm fork.,High strength steel swingarm.,
aprilia,pegaso 650 trail,2007,Trial,3.9,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection.  Integrated electronic engine management system. Indirect multi-point electronic injection. 44 mm throttle body.,Single Overhead Cams (SOHC),Liquid,,,1510.0,820.0,Single disc. FTE stainless steel floating disc,Single disc. Stainless steel disc,100/90-19 ,130/80-17 ,45 mm fork,High strength steel swingarm. Aprilia Progressive System (APS) rising rate linkages. Sachs hydraulic monoshock with adjustable rebound and preload.,
aprilia,pegaso 650 trail,2008,Trial,3.9,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection.,Single Overhead Cams (SOHC),Liquid,,,1510.0,820.0,Single disc,Single disc,100/90-19 ,130/80-17 ,45 mm fork.,High strength steel swingarm.,
aprilia,pegaso 650 trail,2009,Enduro / offroad,3.6,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection,,Liquid,Chain,,1510.0,820.0,Single disc,Single disc,100/90-19 ,130/80-17 ,45 mm fork. Wheel travel 170 mm.,High strength steel swingarm. Aprilia Progressive System (APS) rising rate linkages. Sachs hydraulic monoshock with adjustable rebound and preload. Wheel travel 170 mm.,"Aprilia Black, Fluo Red 
"
aprilia,pegaso 650 trail,2010,Super motard,3.4,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection.  44 mm throttle body.,Single Overhead Cams (SOHC),Liquid,,,1510.0,820.0,Single disc,Single disc,100/90-19 ,130/80-17 ,45 mm fork.  Wheel travel 170 mm.,High strength steel swingarm.  Aprilia Progressive System (APS) rising rate linkages.  Sachs hydraulic monoshock with adjustable rebound and preload.  Wheel travel 170 mm.,"Black, red"
aprilia,pegaso 650 trail,2011,Super motard,3.3,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection.  44 mm throttle body.,Single Overhead Cams (SOHC),Liquid,Chain,,1510.0,820.0,Single disc,Single disc,100/90-19 ,130/80-17 ,45 mm fork.  Wheel travel 170 mm.,High strength steel swingarm.  Aprilia Progressive System (APS) rising rate linkages.  Sachs hydraulic monoshock with adjustable rebound and preload.  Wheel travel 170 mm.,Black
aprilia,pegaso 650 trail,2012,Super motard,3.4,660.0,48.0,59.0,Single cylinder, four-stroke,5-speed,100.0,84.0,16.0,Injection. Integrated electronic engine management system. Electronic fuel injection.  44 mm throttle body.,Single Overhead Cams (SOHC),Liquid,Chain,,1510.0,820.0,Single disc,Single disc,100/90-19 ,130/80-17 ,45 mm fork.  Wheel travel 170 mm.,High strength steel swingarm.  Aprilia Progressive System (APS) rising rate linkages.  Sachs hydraulic monoshock with adjustable rebound and preload.  Wheel travel 170 mm.,Black
aprilia,pegaso i.e. 650,2003,Enduro / offroad,3.7,651.8,,,Single cylinder, four-stroke,,,,22.0,,,,,161.0,1480.0,845.0,,,,,,,"Red/Silver, Gray/Black, Lime/Black"
aprilia,pegaso i.e. 650,2004,Enduro / offroad,3.9,651.8,47.0,58.0,Single cylinder, four-stroke,5-speed,100.0,83.0,21.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1480.0,817.0,Single disc,Single disc,100/90-19 ,130/80-17 ,Marzocchi 45 mm hydraulic telescopic fork,Sachs hydraulic monoshock,"Lime yellow,
Flamingo red,
Pearly grey
"
aprilia,pegaso i.e. tuscany tibet raid,2004,Enduro / offroad,3.7,651.8,47.0,58.0,Single cylinder, four-stroke,5-speed,100.0,83.0,21.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1487.0,820.0,Single disc,Single disc,100/90-19 ,130/80-17 ,Marzocchi 45 mm hydraulic telescopic fork,Sachs hydraulic monoshock,Red/grey/orange
aprilia,pegaso tibet,2003,Enduro / offroad,2.9,651.8,47.0,58.0,Single cylinder, four-stroke,,,,21.0,,,,,,1487.0,835.0,,,,,,,Red/Orange
aprilia,pegaso tuscany tibet,2005,Enduro / offroad,3.7,651.8,35.0,58.0,Single cylinder, four-stroke,5-speed,100.0,83.0,25.0,Injection. Integrated electronic engine management system. Indirect multi-point electronic injection.,,Liquid,Chain,183.0,1487.0,820.0,Double disc,Single disc,100/90-19. ,130/80-17. ,Marzocchi  45 mm telescopic fork.,Varying section high strength steel swing-arm,
aprilia,rs 125,1997,Sport,3.7,125.0,15.0,15.0,Single cylinder, two-stroke,6-speed,,,,,,Liquid,Chain,117.0,,780.0,Single disc,Single disc,,,,,
aprilia,rs 125,1998,Sport,3.7,125.0,15.0,15.0,Single cylinder, two-stroke,6-speed,,,,,,Liquid,Chain,142.0,,790.0,Single disc,Single disc,,,,,
aprilia,rs 125,1999,Sport,3.6,125.0,15.0,15.0,Single cylinder, two-stroke,6-speed,54.0,54.4,13.0,,,Liquid,Chain,,1345.0,780.0,Single disc,Single disc,110/70-ZR17 ,150/60-ZR17 ,,,
aprilia,rs 125,2000,Sport,3.6,125.0,15.0,,Single cylinder, two-stroke,6-speed,,,14.0,,,Liquid,Chain,117.0,1345.0,790.0,Single disc,Single disc,,,,,
aprilia,rs 125,2001,Sport,3.6,125.0,15.0,15.0,Single cylinder, two-stroke,6-speed,54.0,54.5,14.0,Carburettor,,,Chain,142.0,1345.0,805.0,Single disc,Single disc,110/70-17 ,150/60-17 ,,,
aprilia,rs 125,2002,Sport,3.6,124.8,,,Single cylinder, two-stroke,6-speed,54.0,54.5,14.0,Carburettor,,Liquid,Chain,114.0,1345.0,,Single disc,Single disc,110/70-17 ,150/60-17 ,,,
aprilia,rs 125,2004,Sport,3.0,125.0,14.8,,Single cylinder, two-stroke,6-speed,,,,Carburettor,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,,,,,,,,,
aprilia,rs 125,2006,Sport,3.7,124.8,,,Single cylinder, two-stroke,6-speed,54.0,54.5,,Carburettor.  Dell’Orto PHBH 28 BD,,Liquid,Chain,185.0,1345.0,,Double disc,Single disc,110/70-17 ,110/70-17 ,"Upside-down hydraulic action telescopic fork, 40 mm Ø inners.","Cast aluminium swing-arm with asymmetrical members, thin walled structural shell, single hydraulic monoshock, adjustable spring preload.",
aprilia,rs 125,2007,Sport,3.7,124.8,,,Single cylinder, two-stroke,6-speed,54.0,54.5,14.0,Carburettor.  Dell’Orto PHBH 28,,Liquid,,,1345.0,,Double disc,Single disc,110/70-17 ,150/60-17 ,"Upside-down hydraulic action telescopic fork, 40 mm Ø inners.","Cast aluminium swing-arm with asymmetrical members, thin walled structural shell, single hydraulic monoshock, adjustable spring preload.",
aprilia,rs 125,2008,Sport,3.7,124.8,,,Single cylinder, two-stroke,6-speed,54.0,54.5,,Carburettor. Dell’Orto VHST 28.,,Liquid,,,1345.0,,Single disc,Single disc,110/70-17 ,150/60-17 ,"Upside down hydraulic fork, Ø 40 mm. Wheel travel 120 mm.",Swingarm with asymmetric members in thin wall box section cast aluminium. Hydraulic monoshock with adjustable spring preload,
aprilia,rs 125,2009,Sport,3.4,124.8,,,Single cylinder, two-stroke,6-speed,54.0,54.5,14.0,Carburettor. Dell’Orto VHST 28,,Liquid,Chain,,1345.0,,Single disc,Single disc,110/70-17 ,150/60-17 ,"Upside down hydraulic fork, 40 mm. Wheel travel 120 mm.",Swingarm with asymmetric members in thin wall box section cast aluminium. Hydraulic monoshock with adjustable spring preload. Wheel travel 120 mm.,"Aprilia Black, Fluo Red, 
Replica Spain´s n.1, Replica Talmacsi"
aprilia,rs 125,2010,Sport,3.4,124.8,,,Single cylinder, two-stroke,6-speed,54.0,54.5,14.0,Carburettor. Dellâ€™Orto VHST 28.,,Liquid,Chain,,1345.0,,Single disc,Single disc,110/70-17 ,150/60-17 ,"Upside down hydraulic fork, Ã˜ 40 mm. Wheel travel 120 mm.",Swingarm with asymmetric members in thin wall box section cast aluminium. Hydraulic monoshock with adjustable spring preload. Wheel travel 120 mm.,"Red, blue, black"
aprilia,rs 125,2011,Sport,3.3,124.8,,,Single cylinder, two-stroke,6-speed,54.0,54.5,14.0,Carburettor. DellOrto VHST 28.,,Liquid,Chain,,1345.0,805.0,Single disc,Single disc,110/70-17 ,150/60-17 ,"Upside down hydraulic fork, Ã˜ 40 mm. Wheel travel 120 mm.",Swingarm with asymmetric members in thin wall box section cast aluminium. Hydraulic monoshock with adjustable spring preload. Wheel travel 120 mm.,"Red, white, black"
aprilia,rs 125,2013,Sport,3.4,124.8,28.2,,Single cylinder, two-stroke,6-speed,54.0,54.7,14.5,Carburettor. Dell’Orto VHST 28,,Liquid,Chain,,1345.0,805.0,Single disc,Single disc,110/70-R17 ,150/60-R17 ,"Upside down hydraulic fork, 40 mm. ",Swingarm. Hydraulic monoshock with adjustable spring preload. ,"Black, white"
aprilia,rs 125,2019,Sport,,124.2,28.2,,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Carburettor. Dell’Orto VHST 28,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1353.0,820.0,Single disc,Single disc,100/80-R17 ,130/70-R17 ,"Upside down hydraulic fork, 41 mm. ",Swingarm. Hydraulic monoshock with adjustable spring preload. ,"Black, white, Red"
aprilia,rs 125,2020,Sport,,124.2,28.2,,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Carburettor. Magneti Marelli M3G ø 32mm ECU,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1353.0,820.0,Single disc,Single disc,100/80-R17 ,130/70-R17 ,"Upside down hydraulic fork, 41 mm. ",Swingarm. Hydraulic monoshock with adjustable spring preload. ,"Black/Red, Silver/Black/Red"
aprilia,rs 125,2021,Sport,,124.2,28.2,,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Carburettor. Magneti Marelli M3G ø 32mm ECU,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1353.0,820.0,Single disc. ABS. Stainless steel disc with radial 4 piston calliper,Single disc. Stainless steel disc and calliper with single 30 mm piston.,100/80-R17 ,130/70-R17 ,"Upside down hydraulic fork, 41 mm. ",Swingarm. Hydraulic monoshock with adjustable spring preload. ,"Black Speed, Silver Spped"
aprilia,rs 125,2022,Sport,,124.2,14.8,11.2,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Carburettor,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1353.0,820.0,Single disc. ABS. Stainless steel disc with radial 4 piston calliper,Single disc. Stainless steel disc and calliper with single 30 mm piston.,100/80-ZR17 ,140/70-ZR17 ,"Upside down hydraulic fork, 40 mm. ","Asymmetrical swingarm, monoshock absorber","Aprilia Black, Sintesi Blue"
aprilia,rs 125 gp replica,2020,Sport,3.0,124.2,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection. Magneti Marelli M3G ø 32mm ECU,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1353.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,100/80-R17 ,130/70-R17 ,41mm Upside down hydraulic fork,Asymetric swingarm. Hydraulic monoshock with adjustable spring preload. ,Black/silver/red/green
aprilia,rs 125 gp replica,2021,Sport,3.3,124.2,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection. Magneti Marelli M3G ø 32mm ECU,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,129.0,1353.0,820.0,Single disc. ABS. Stainless steel disc with radial 4 piston calliper.,Single disc. Single piston,100/80-R17 ,130/70-R17 ,41mm Upside down hydraulic fork,Asymetric swingarm. Hydraulic monoshock with adjustable spring preload. ,Black/silver/red/green (GP Replica)
aprilia,rs 125 gp replica,2022,Sport,,124.2,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1353.0,820.0,Single disc. ABS. Stainless steel disc with radial 4 piston calliper,Single disc. ABS. Single 30 mm piston,100/80-R17 ,140/70-ZR17 ,Upside down hydraulic fork,Asymetric swingarm. Hydraulic monoshock with adjustable spring preload. ,Black/red/green
aprilia,rs 125 r,2003,Sport,3.4,124.6,,,Single cylinder, two-stroke,,,,14.0,,,,,142.0,1345.0,805.0,,,,,,,"Black/Red, Black/Yellow"
aprilia,rs 125 replica,2004,Sport,3.6,124.8,,,Single cylinder, two-stroke,6-speed,54.0,54.5,14.0,Carburettor,,Liquid,Chain,,1345.0,805.0,Single disc,Single disc,110/70-ZR17 ,150/60-ZR17 ,Upside-down hydraulic action telescopic fork,Cast aluminium swing-arm,"SBK Replica, GP-1 Replica"
aprilia,rs 125 replica alitalia,2011,Sport,3.1,124.8,,,Single cylinder, two-stroke,6-speed,54.0,54.5,14.0,Carburettor. DellOrto VHST 28.,,Liquid,Chain,,1345.0,805.0,"Single disc. radial calliper with four, horizontally opposed pistons",Single disc,110/70-17 ,150/60-17 ,"Upside down hydraulic fork, Ã˜ 40 mm. Wheel travel 120 mm.",Swingarm with asymmetric members in thin wall box section cast aluminium. Hydraulic monoshock with adjustable spring preload. Wheel travel 120 mm.,Red/white/green
aprilia,rs 125 replica gp,2018,Sport,2.7,124.8,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection. Magneti Marelli M3G ø 32mm ECU,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1350.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,110/80-R17 ,130/70-R17 ,Upside down hydraulic fork,Asymetric swingarm. Hydraulic monoshock with adjustable spring preload. ,Black/silver/red/green
aprilia,rs 125 replica gp,2019,Sport,,124.2,15.0,10.9,Single cylinder, four-stroke,6-speed,58.0,47.0,14.5,Injection. Magneti Marelli M3G ø 32mm ECU,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1353.0,820.0,Single disc. Stainless steel disc with radial 4 piston calliper,Single disc. Single 30 mm piston,100/80-R17 ,130/70-R17 ,Upside down hydraulic fork,Asymetric swingarm. Hydraulic monoshock with adjustable spring preload. ,Black/silver/red/green
aprilia,rs 125 replica sbk,2010,Sport,3.4,124.8,,,Single cylinder, two-stroke,6-speed,54.0,54.5,14.0,Carburettor. Dell Orto VHST 28.,,,Chain,,1345.0,805.0,Single disc,Single disc,110/70-17 ,150/60-17 ,"Upside down hydraulic fork, Ã˜ 40 mm. Wheel travel 120 mm.",Swingarm with asymmetric members in thin wall box section cast aluminium. Hydraulic monoshock with adjustable spring preload. Wheel travel 120 mm.,Red
aprilia,rs 125 tuono,2003,Sport,2.7,124.8,,,Single cylinder, two-stroke,,,,14.0,,,,,,1345.0,805.0,,,,,,,"Black, Red"
aprilia,rs 250,1996,Sport,3.4,249.0,70.0,,V2, two-stroke,6-speed,,,,,,,Chain,141.0,,690.0,Dual disc,Single disc,,,,,
aprilia,rs 250,1997,Sport,3.4,249.0,56.0,46.0,V2, two-stroke,6-speed,,,,,,Liquid,Chain,141.0,,690.0,Dual disc,Single disc,,,,,
aprilia,rs 250,1998,Sport,4.0,249.0,69.0,40.0,V2, two-stroke,6-speed,56.0,50.6,,Carburettor. Mikuni,,Liquid,Chain,141.0,1370.0,770.0,Double disc,Single disc,120/60-17 ,150/60-17 ,Inverted fork,Monoshock,
aprilia,rs 250,1999,Sport,3.6,249.0,55.0,35.0,V2, two-stroke,6-speed,56.0,50.6,19.5,,,Liquid,Chain,,1360.0,820.0,Dual disc,Single disc,120/60-ZR17 ,150/60-ZR17 ,,,
aprilia,rs 250,2000,Sport,3.8,249.0,70.0,40.0,V2, two-stroke,6-speed,56.0,50.6,16.5,Carburettor. Mikuni,,Liquid,,140.0,1370.0,770.0,Double disc,Single disc,3.50-17 ,4.50-17 ,Inverted fork,Monoshock,"Black, red, blue"
aprilia,rs 250,2001,Sport,3.7,249.0,55.0,35.0,V2, two-stroke,6-speed,56.0,50.6,19.5,Carburettor,,,Chain,,1360.0,785.0,Dual disc,Single disc,120/60-ZR17 ,150/60-ZR17 ,,,
aprilia,rs 250,2002,Sport,3.7,249.0,,,V2, two-stroke,6-speed,56.0,50.6,16.5,Carburettor,,Liquid,,141.0,1370.0,,Dual disc,Single disc,110/70-ZR17 ,150/60-ZR17 ,,,
aprilia,rs 50,1998,Sport,3.9,49.7,,,Single cylinder, two-stroke,6-speed,,,12.2,,,Liquid,,90.5,,,Single disc,Single disc,,,,,
aprilia,rs 50,2002,Sport,3.6,49.7,,,Single cylinder, two-stroke,6-speed,40.3,39.0,12.2,Carburettor,,Liquid,Chain,89.0,1280.0,,Single disc,Single disc,90/80-17 ,110/80-17 ,,,
aprilia,rs 50,2003,Sport,3.7,49.7,,,Single cylinder, two-stroke,,,,13.0,,,,,89.0,1280.0,810.0,,,,,,,Black/Red
aprilia,rs 50,2005,Sport,3.7,49.7,,,Single cylinder, two-stroke,6-speed,40.3,39.0,,Carburettor.  Dell’Orto PHBN 12 - HS,,Liquid,Chain,,,810.0,Single disc,Single disc,,,Aprilia Ø 35 mm central pin hydraulic telescopic fork.,"Double member swinging arm in high strength steel with hydraulic monoshock,.",Multicolored
aprilia,rs 50,2006,Sport,3.2,47.9,,,Single cylinder, two-stroke,6-speed,40.3,39.0,13.0,,,Liquid,Chain,,1280.0,810.0,Single disc,Single disc,90/80-ZR17 ,110/70-ZR17 ,"Aprilia ø 35 mm central pin hydraulic telescopic fork, wheel travel 110 mm","Double member swing-arm in high strength steel with hydraulic monoshock, wheel travel 120 mm",
aprilia,rs 50,2007,Sport,3.5,49.9,,,Single cylinder, two-stroke,6-speed,39.9,40.0,13.0,Carburettor. Dell’Orto PHVA - Ø14,,Liquid,,,1311.0,,Single disc,Single disc,110/80-17 ,130/70-17 ,40 mm upside down fork,Double reinforced member aluminium swingarm with bracing arch; hydraulic monoshock;,
aprilia,rs 50,2008,Sport,3.6,49.9,,,Single cylinder, two-stroke,6-speed,39.9,40.0,13.0,,,Liquid,Chain,,1310.0,,Single disc,Single disc,110/80-17 ,130/70-17 ,40 mm upside down fork,Double reinforced member aluminium swingarm with bracing arch; hydraulic monoshock,
aprilia,rs 50,2009,Sport,3.5,49.9,,,Single cylinder, two-stroke,6-speed,39.9,40.0,13.0,Carburettor. Dell’Orto PHVA - Ø14,,Liquid,Chain,,1310.0,,Single disc,Single disc,110/80-17 ,130/70-17 ,40 mm upside down fork,Double reinforced member aluminium swingarm with bracing arch,"Aprilia Black, Fluo Red, Replica Spain´s n.1 
"
aprilia,rs 50,2010,Sport,3.7,49.9,,,Single cylinder, two-stroke,6-speed,39.9,40.0,13.0,Carburettor. Dell Orto VHST 28.,,Liquid,Chain,,1310.0,,Single disc,Single disc,110/80-17 ,130/70-17 ,40 mm upside down fork,Double reinforced member aluminium swingarm with bracing arch,"Red, black"
aprilia,rs 50,2011,Sport,3.1,49.9,,,Single cylinder, two-stroke,6-speed,39.9,40.0,13.0,Carburettor. Dell Orto VHST 28.,,Liquid,Chain,,1310.0,,Single disc,Single disc,110/80-17 ,130/70-17 ,40 mm upside down fork,Double reinforced member aluminium swingarm with bracing arch,"Red, white"
aprilia,rs 50,2012,Sport,3.6,49.9,,,Single cylinder, two-stroke,6-speed,39.9,40.0,14.5,Carburettor. Dell Orto VHST 28.,,Liquid,Chain,,1310.0,820.0,Single disc,Single disc,110/80-17 ,130/70-17 ,40 mm upside down fork,Double reinforced member aluminium swingarm with bracing arch,"Red, white, black"
aprilia,rs 50,2013,Sport,2.0,49.9,,,Single cylinder, two-stroke,6-speed,39.9,40.0,13.0,Carburettor. Dell’Orto PHVA - Ø14,,Liquid,Chain,,1310.0,820.0,Single disc. Radial caliper with two 28 mm opposed pistons,Single disc,110/80-17 ,130/70-17 ,40 mm upside down fork,Double reinforced member aluminium swingarm with bracing arch,Glam white
aprilia,rs 50,2019,Sport,,50.0,,,Single cylinder, two-stroke,6-speed,39.9,40.0,14.5,Carburettor. Dell’Orto PHVA - Ø14,,Liquid,Chain,,,820.0,Single disc. Radial caliper with two 28 mm opposed pistons,Single disc,100/80-17 ,130/70-17 ,40 mm upside down fork,Asymmetrical swingarm,"White,/Silver/Red/Black"
aprilia,rs 50,2020,Sport,3.4,50.0,,,Single cylinder, two-stroke,6-speed,39.9,40.0,14.5,Carburettor. Dell’Orto PHVA - Ø14,,Liquid,Chain,,,820.0,Single disc. Radial caliper with two 28 mm opposed pistons,Single disc,100/80-17 ,130/70-17 ,40 mm upside down fork,"Asymmetrical swingarm, Monoschock absorber","White,/Silver/Red/Black"
